session_id,customer_id,session_date,pages_visited,time_spent_minutes,device_type,source
1070,469,2025-11-13,1,2.69,Desktop,Organic
1071,122,2024-07-28,2,106.4,Mobile,Organic
1072,390,2025-01-06,4,11.01,Desktop,Paid
1073,239,2025-09-29,15,22.0,Desktop,Paid
1074,283,2024-04-06,10,116.01,Tablet,Organic
1075,518,2025-07-26,5,118.97,Mobile,Organic
1076,698,2025-07-05,10,89.4,Tablet,Referral
1077,857,2024-05-30,15,82.14,Desktop,Organic
1078,103,2024-10-27,9,96.23,Tablet,Referral
1079,749,2024-12-18,6,79.91,Mobile,Referral
1080,958,2025-01-24,8,116.84,Desktop,Organic
1081,141,2025-02-07,1,78.62,Desktop,Referral
1082,423,2025-11-04,10,16.71,Desktop,Paid
1083,463,2024-05-08,7,116.15,Mobile,Paid
1084,16,2025-01-28,15,22.44,Mobile,Paid
1085,614,2025-06-03,2,71.2,Tablet,Paid
1086,937,2024-12-13,10,96.92,Tablet,Paid
1087,444,2024-04-29,1,90.61,Tablet,Organic
1088,466,2024-10-02,15,74.37,Mobile,Referral
1089,701,2025-10-11,12,71.78,Desktop,Referral
1090,442,2025-02-08,1,54.44,Tablet,Referral
1091,803,2025-09-13,10,36.74,Tablet,Referral
1092,431,2025-04-06,9,29.67,Desktop,Paid
1093,682,2024-04-27,11,9.8,Mobile,Referral
1094,580,2024-03-21,14,112.25,Desktop,Paid
1095,702,2024-06-03,8,41.13,Mobile,Paid
1096,422,2025-01-16,7,46.65,Desktop,Paid
1097,77,2023-12-13,5,85.34,Tablet,Referral
1098,596,2023-12-25,13,18.02,Desktop,Organic
1099,799,2024-06-17,15,22.29,Tablet,Organic
1100,252,2025-05-22,11,60.41,Tablet,Organic
1101,360,2024-05-30,12,12.9,Tablet,Paid
1102,866,2024-10-14,3,17.65,Desktop,Paid
1103,674,2024-06-15,7,15.31,Mobile,Referral
1104,825,2024-11-04,7,98.88,Tablet,Referral
1105,796,2024-09-07,15,5.75,Tablet,Paid
1106,446,2025-01-06,2,9.37,Mobile,Referral
1107,306,2024-07-28,6,45.09,Desktop,Paid
1108,349,2024-10-16,13,54.61,Tablet,Paid
1109,80,2024-10-22,12,93.44,Tablet,Referral
1110,692,2025-10-27,5,77.7,Desktop,Paid
1111,618,2025-08-12,6,13.6,Mobile,Paid
1112,158,2024-06-29,12,9.16,Mobile,Referral
1113,264,2025-01-04,14,45.87,Tablet,Organic
1114,469,2024-10-29,10,26.31,Desktop,Referral
1115,495,2025-06-25,1,84.45,Tablet,Paid
1116,612,2024-12-06,4,20.81,Desktop,Organic
1117,572,2025-06-04,12,86.28,Tablet,Referral
1118,604,2024-06-23,9,89.27,Desktop,Paid
1119,385,2024-02-14,13,89.04,Mobile,Paid
1120,61,2024-09-30,6,3.92,Desktop,Referral
1121,841,2024-05-27,11,50.65,Tablet,Referral
1122,150,2024-12-15,11,108.87,Desktop,Organic
1123,873,2025-07-17,9,90.54,Desktop,Organic
1124,262,2024-02-06,13,71.59,Desktop,Organic
1125,281,2024-03-10,5,65.92,Mobile,Paid
1126,844,2023-12-29,6,54.75,Tablet,Paid
1127,94,2024-10-05,9,1.67,Mobile,Referral
1128,61,2024-05-25,8,58.19,Desktop,Organic
1129,332,2024-02-20,7,112.15,Tablet,Referral
1130,287,2024-11-19,2,83.44,Desktop,Paid
1131,840,2024-08-14,2,16.8,Tablet,Referral
1132,123,2024-08-24,1,65.14,Desktop,Paid
1133,287,2025-10-21,11,43.73,Tablet,Organic
1134,892,2024-04-08,15,84.25,Mobile,Referral
1135,161,2025-02-18,10,72.6,Tablet,Referral
1136,880,2024-11-07,3,74.83,Desktop,Referral
1137,223,2024-12-07,10,93.08,Desktop,Organic
1138,928,2024-10-05,4,9.51,Mobile,Paid
1139,596,2023-12-28,9,29.2,Desktop,Referral
1140,429,2024-03-03,14,43.51,Desktop,Organic
1141,516,2024-06-19,7,102.98,Mobile,Referral
1142,771,2024-09-03,5,21.0,Desktop,Referral
1143,538,2025-01-01,6,107.19,Desktop,Paid
1144,788,2024-07-21,11,44.57,Tablet,Organic
1145,47,2023-12-03,2,46.15,Tablet,Referral
1146,211,2025-01-01,5,61.36,Tablet,Organic
1147,548,2024-02-18,7,90.54,Desktop,Referral
1148,808,2024-02-24,9,4.78,Desktop,Paid
1149,705,2025-07-03,13,8.43,Mobile,Paid
1150,835,2025-07-24,14,63.52,Tablet,Organic
1151,569,2024-06-26,11,107.4,Tablet,Organic
1152,979,2024-06-13,13,46.94,Desktop,Referral
1153,372,2025-08-11,13,87.83,Desktop,Referral
1154,996,2024-01-30,10,24.34,Tablet,Organic
1155,413,2024-09-12,4,114.89,Desktop,Organic
1156,411,2024-11-05,1,28.92,Mobile,Referral
1157,517,2024-04-16,13,79.75,Tablet,Organic
1158,893,2025-01-25,9,55.01,Tablet,Organic
1159,640,2024-02-25,7,5.83,Mobile,Paid
1160,278,2025-05-31,9,23.96,Mobile,Organic
1161,937,2024-07-29,6,47.09,Desktop,Organic
1162,69,2025-06-04,8,28.11,Tablet,Paid
1163,716,2024-05-14,14,61.36,Mobile,Organic
1164,325,2025-05-29,2,26.73,Tablet,Paid
1165,256,2024-09-19,8,85.8,Mobile,Referral
1166,165,2025-10-22,11,83.17,Desktop,Paid
1167,241,2024-01-22,9,77.1,Mobile,Organic
1168,781,2024-01-25,8,115.7,Desktop,Organic
1169,191,2024-10-16,13,118.98,Tablet,Paid
1170,486,2025-01-21,5,66.52,Desktop,Paid
1171,234,2024-09-21,9,91.31,Desktop,Paid
1172,150,2024-02-29,9,55.45,Desktop,Paid
1173,318,2024-02-17,1,97.24,Desktop,Paid
1174,721,2024-07-25,11,47.75,Tablet,Organic
1175,429,2024-09-25,12,45.83,Mobile,Paid
1176,391,2025-11-11,6,84.31,Mobile,Referral
1177,468,2023-12-24,13,117.96,Desktop,Referral
1178,612,2025-09-27,1,6.14,Mobile,Paid
1179,32,2024-05-01,8,58.85,Tablet,Paid
1180,67,2025-10-11,6,32.35,Mobile,Referral
1181,224,2024-09-16,11,83.21,Mobile,Paid
1182,379,2024-01-28,4,59.44,Desktop,Paid
1183,108,2024-02-07,5,114.28,Desktop,Referral
1184,184,2025-01-04,4,108.44,Tablet,Referral
1185,314,2025-03-15,7,18.21,Desktop,Paid
1186,221,2024-04-07,10,109.69,Mobile,Paid
1187,186,2024-10-05,8,72.56,Tablet,Referral
1188,85,2025-07-03,10,28.08,Tablet,Referral
1189,119,2025-07-03,6,115.38,Desktop,Referral
1190,424,2023-12-17,3,5.59,Tablet,Referral
1191,269,2025-07-29,5,82.62,Mobile,Paid
1192,574,2024-08-14,4,118.62,Mobile,Referral
1193,798,2024-08-21,13,69.59,Desktop,Organic
1194,166,2024-08-19,1,101.17,Mobile,Referral
1195,135,2025-06-02,2,68.84,Desktop,Referral
1196,600,2025-04-02,1,9.42,Tablet,Paid
1197,608,2024-06-26,1,88.46,Mobile,Referral
1198,806,2024-09-19,8,107.28,Mobile,Paid
1199,346,2024-08-28,14,8.11,Tablet,Organic
1200,238,2025-11-05,6,51.65,Tablet,Paid
1201,102,2024-06-17,12,72.26,Tablet,Organic
1202,337,2024-04-14,10,71.35,Tablet,Paid
1203,86,2025-06-27,1,60.62,Mobile,Organic
1204,750,2024-10-04,11,111.67,Mobile,Referral
1205,715,2024-12-22,11,111.92,Tablet,Organic
1206,648,2024-06-08,1,99.44,Mobile,Referral
1207,926,2024-09-19,8,108.32,Mobile,Referral
1208,63,2024-12-27,1,115.22,Tablet,Referral
1209,229,2025-07-06,4,12.86,Tablet,Paid
1210,983,2024-06-15,8,35.86,Tablet,Organic
1211,252,2025-11-17,11,102.92,Tablet,Referral
1212,865,2025-09-19,10,28.31,Tablet,Paid
1213,691,2025-07-26,9,115.93,Mobile,Paid
1214,516,2025-09-16,4,33.48,Desktop,Organic
1215,448,2024-05-27,1,108.18,Mobile,Referral
1216,246,2024-12-22,3,115.46,Mobile,Paid
1217,982,2024-11-15,6,3.88,Tablet,Paid
1218,195,2024-02-07,10,11.57,Mobile,Organic
1219,510,2024-06-24,7,83.49,Desktop,Paid
1220,975,2025-08-17,14,27.55,Tablet,Referral
1221,581,2023-12-21,9,77.72,Mobile,Organic
1222,960,2024-05-02,8,27.32,Tablet,Organic
1223,40,2024-07-12,11,12.96,Mobile,Paid
1224,2,2025-10-11,1,52.66,Desktop,Referral
1225,546,2025-08-11,3,114.58,Mobile,Paid
1226,606,2025-05-08,5,64.38,Tablet,Organic
1227,290,2024-06-28,12,67.89,Mobile,Organic
1228,2,2025-04-03,7,81.97,Desktop,Referral
1229,266,2025-05-15,13,20.46,Tablet,Referral
1230,975,2024-07-31,8,67.37,Desktop,Organic
1231,430,2024-07-05,9,20.18,Tablet,Paid
1232,988,2024-08-18,5,39.64,Tablet,Organic
1233,401,2025-09-18,5,76.28,Desktop,Organic
1234,789,2025-02-12,12,9.55,Tablet,Organic
1235,941,2024-08-31,4,30.93,Mobile,Paid
1236,488,2025-05-06,2,47.74,Mobile,Organic
1237,955,2024-10-13,2,76.83,Tablet,Referral
1238,442,2025-08-03,14,96.9,Mobile,Organic
1239,412,2024-10-24,8,51.43,Desktop,Organic
1240,806,2023-12-22,1,26.27,Mobile,Paid
1241,645,2023-12-06,6,96.64,Mobile,Organic
1242,943,2024-05-27,15,36.72,Desktop,Organic
1243,562,2023-12-05,7,39.24,Mobile,Organic
1244,675,2025-09-21,6,68.95,Tablet,Organic
1245,550,2024-02-04,1,87.19,Mobile,Organic
1246,979,2024-02-10,14,49.01,Mobile,Paid
1247,215,2025-03-10,4,107.21,Desktop,Referral
1248,10,2024-10-16,10,75.9,Tablet,Referral
1249,117,2025-04-12,9,111.81,Mobile,Paid
1250,920,2024-03-15,14,62.26,Tablet,Referral
1251,280,2024-03-27,6,49.27,Mobile,Referral
1252,429,2024-12-19,14,37.1,Tablet,Referral
1253,356,2025-07-24,11,11.22,Tablet,Paid
1254,649,2024-03-25,7,97.19,Tablet,Paid
1255,698,2024-05-19,13,5.24,Mobile,Paid
1256,269,2025-01-08,11,47.4,Desktop,Referral
1257,176,2024-09-17,11,108.94,Mobile,Referral
1258,220,2025-08-12,14,112.59,Mobile,Organic
1259,469,2025-02-27,5,75.06,Desktop,Paid
1260,281,2024-11-30,11,87.3,Tablet,Organic
1261,382,2025-11-03,7,33.97,Desktop,Referral
1262,779,2024-06-24,13,37.11,Tablet,Paid
1263,139,2025-05-16,12,64.44,Desktop,Paid
1264,431,2024-03-06,3,42.32,Desktop,Organic
1265,974,2025-05-19,1,117.44,Tablet,Organic
1266,224,2024-02-14,2,49.16,Tablet,Paid
1267,487,2025-04-19,4,12.37,Desktop,Paid
1268,806,2025-09-25,1,112.01,Tablet,Paid
1269,951,2025-06-16,4,48.88,Desktop,Paid
1270,627,2025-07-16,12,117.36,Mobile,Referral
1271,510,2024-11-09,11,14.09,Tablet,Referral
1272,291,2025-06-29,11,26.17,Tablet,Referral
1273,504,2025-10-07,15,82.61,Tablet,Organic
1274,75,2025-08-14,9,69.38,Mobile,Organic
1275,766,2024-05-09,9,2.06,Desktop,Paid
1276,494,2024-09-28,8,7.73,Desktop,Paid
1277,820,2025-08-10,15,116.91,Tablet,Paid
1278,870,2025-01-14,15,70.46,Desktop,Referral
1279,824,2024-05-28,5,117.1,Desktop,Paid
1280,288,2025-01-18,5,86.61,Tablet,Referral
1281,127,2024-09-10,15,45.74,Desktop,Paid
1282,717,2025-04-24,14,102.05,Tablet,Referral
1283,807,2025-08-01,6,101.2,Tablet,Referral
1284,215,2025-10-09,7,75.24,Mobile,Referral
1285,626,2024-01-11,13,68.8,Tablet,Paid
1286,227,2025-02-23,11,87.49,Mobile,Referral
1287,859,2024-08-08,2,113.24,Mobile,Organic
1288,449,2025-09-10,3,104.95,Tablet,Referral
1289,745,2025-05-10,12,109.75,Tablet,Referral
1290,913,2025-04-03,12,61.01,Desktop,Referral
1291,769,2024-11-14,7,45.95,Mobile,Organic
1292,959,2023-12-16,9,104.83,Mobile,Paid
1293,825,2025-08-04,2,62.94,Desktop,Organic
1294,946,2025-02-26,4,1.95,Tablet,Organic
1295,220,2024-04-28,9,25.08,Tablet,Organic
1296,376,2024-06-17,13,68.87,Tablet,Paid
1297,703,2023-12-22,2,56.85,Tablet,Referral
1298,141,2025-07-28,10,43.24,Desktop,Paid
1299,31,2025-06-08,8,34.44,Tablet,Referral
1300,945,2025-03-13,10,49.43,Desktop,Paid
1301,188,2025-02-17,13,1.49,Tablet,Referral
1302,193,2024-02-04,10,94.62,Mobile,Referral
1303,899,2024-10-10,5,44.23,Mobile,Referral
1304,138,2025-05-13,5,57.96,Mobile,Paid
1305,231,2025-11-12,13,100.07,Mobile,Paid
1306,856,2025-11-03,12,21.91,Desktop,Paid
1307,715,2024-09-05,13,102.1,Mobile,Paid
1308,670,2023-12-25,9,47.24,Mobile,Referral
1309,539,2025-01-25,5,115.01,Desktop,Referral
1310,758,2024-02-26,15,20.89,Desktop,Paid
1311,489,2024-01-23,6,11.99,Tablet,Referral
1312,173,2024-04-24,7,113.8,Mobile,Organic
1313,435,2024-10-14,5,57.91,Mobile,Organic
1314,165,2025-08-15,8,116.83,Desktop,Organic
1315,466,2025-05-21,3,109.24,Desktop,Paid
1316,188,2025-08-05,5,5.67,Mobile,Organic
1317,683,2024-06-18,5,69.9,Mobile,Paid
1318,684,2025-09-24,14,46.97,Tablet,Referral
1319,190,2025-10-22,10,72.7,Desktop,Paid
1320,745,2025-07-07,3,45.92,Mobile,Paid
1321,655,2025-07-22,15,18.28,Tablet,Organic
1322,677,2023-12-14,10,11.59,Mobile,Referral
1323,985,2024-06-03,5,54.77,Mobile,Referral
1324,544,2024-06-30,10,83.6,Desktop,Referral
1325,235,2025-08-24,3,17.17,Mobile,Organic
1326,80,2025-01-12,10,46.56,Tablet,Paid
1327,885,2025-04-01,6,77.77,Desktop,Organic
1328,680,2024-06-12,8,40.48,Desktop,Organic
1329,32,2025-02-08,14,6.43,Tablet,Paid
1330,804,2024-06-28,1,85.89,Tablet,Paid
1331,542,2024-04-24,14,107.58,Desktop,Paid
1332,495,2025-10-06,1,79.37,Mobile,Paid
1333,515,2025-07-01,2,1.25,Mobile,Referral
1334,248,2024-12-02,3,107.62,Mobile,Paid
1335,352,2025-08-22,1,107.05,Tablet,Paid
1336,82,2024-11-23,5,5.89,Tablet,Referral
1337,8,2023-12-26,3,87.44,Tablet,Paid
1338,319,2023-12-12,9,41.4,Mobile,Organic
1339,672,2025-05-19,15,70.66,Mobile,Organic
1340,563,2024-10-21,11,90.82,Tablet,Referral
1341,353,2024-04-12,10,74.65,Mobile,Referral
1342,267,2025-08-20,13,99.72,Desktop,Organic
1343,242,2024-12-12,7,64.36,Desktop,Organic
1344,778,2025-11-19,14,60.32,Desktop,Referral
1345,843,2025-02-15,6,38.99,Tablet,Paid
1346,879,2024-08-12,13,96.25,Desktop,Paid
1347,137,2025-06-05,15,97.33,Tablet,Organic
1348,992,2025-04-26,6,80.24,Desktop,Paid
1349,630,2025-02-19,3,41.56,Tablet,Organic
1350,378,2024-08-16,5,59.02,Tablet,Paid
1351,565,2025-10-10,1,35.93,Tablet,Referral
1352,648,2025-06-03,15,4.03,Desktop,Referral
1353,261,2024-03-05,12,100.93,Desktop,Paid
1354,417,2024-07-23,4,58.52,Mobile,Organic
1355,487,2025-08-21,8,109.83,Desktop,Paid
1356,246,2024-04-18,6,103.36,Mobile,Paid
1357,782,2025-03-05,6,77.72,Mobile,Paid
1358,675,2024-09-01,15,75.54,Tablet,Referral
1359,661,2024-06-15,4,94.95,Tablet,Organic
1360,196,2024-07-08,8,62.91,Mobile,Organic
1361,739,2025-03-20,9,9.6,Desktop,Referral
1362,515,2025-07-03,12,61.43,Mobile,Organic
1363,247,2024-09-25,14,2.94,Desktop,Referral
1364,801,2024-10-27,4,99.18,Mobile,Referral
1365,620,2025-02-19,8,83.46,Mobile,Organic
1366,404,2024-08-11,15,31.42,Desktop,Organic
1367,444,2024-07-15,7,23.15,Desktop,Organic
1368,644,2024-03-16,1,116.33,Desktop,Referral
1369,977,2025-09-08,12,87.1,Desktop,Referral
1370,372,2024-02-03,9,52.16,Tablet,Paid
1371,749,2025-06-28,14,42.77,Tablet,Referral
1372,25,2025-07-05,4,87.63,Mobile,Paid
1373,733,2025-05-24,14,86.6,Mobile,Organic
1374,879,2024-12-03,1,71.91,Tablet,Organic
1375,209,2025-09-14,6,17.19,Desktop,Organic
1376,307,2025-05-23,5,116.14,Desktop,Paid
1377,216,2025-05-25,3,9.48,Mobile,Referral
1378,697,2024-08-30,14,50.36,Tablet,Paid
1379,918,2025-09-16,9,89.15,Desktop,Referral
1380,672,2024-11-01,8,28.74,Desktop,Paid
1381,158,2024-03-10,15,78.25,Tablet,Referral
1382,849,2024-12-02,15,6.45,Mobile,Organic
1383,221,2024-08-22,13,70.21,Mobile,Referral
1384,565,2024-04-08,4,4.09,Desktop,Referral
1385,177,2024-12-22,15,68.98,Desktop,Paid
1386,484,2023-12-06,1,105.96,Tablet,Organic
1387,657,2023-12-09,8,83.0,Tablet,Paid
1388,99,2024-02-25,3,40.71,Mobile,Paid
1389,819,2024-10-17,1,95.71,Tablet,Organic
1390,125,2025-11-21,15,1.09,Desktop,Referral
1391,109,2025-06-28,3,7.45,Mobile,Organic
1392,731,2025-10-20,2,76.42,Mobile,Paid
1393,479,2025-10-19,9,97.0,Desktop,Referral
1394,646,2025-11-22,7,31.78,Desktop,Organic
1395,299,2025-06-10,10,9.36,Mobile,Referral
1396,18,2025-10-01,9,95.76,Desktop,Referral
1397,630,2024-01-20,9,23.87,Tablet,Referral
1398,140,2025-04-16,15,80.68,Tablet,Paid
1399,483,2024-11-11,8,79.06,Tablet,Organic
1400,27,2024-05-06,6,42.99,Tablet,Organic
1401,214,2024-06-27,6,82.01,Mobile,Referral
1402,416,2024-07-24,11,63.67,Desktop,Organic
1403,32,2024-11-22,12,38.18,Tablet,Paid
1404,85,2025-02-22,8,38.67,Tablet,Organic
1405,550,2025-04-27,10,64.46,Desktop,Referral
1406,700,2025-07-30,13,115.83,Tablet,Organic
1407,378,2024-07-08,14,3.01,Tablet,Organic
1408,106,2025-05-24,1,68.3,Tablet,Referral
1409,416,2025-07-05,15,20.23,Desktop,Organic
1410,483,2024-08-03,10,62.28,Tablet,Organic
1411,563,2025-02-26,14,23.26,Mobile,Paid
1412,289,2024-04-21,1,86.48,Desktop,Paid
1413,68,2024-05-29,13,62.99,Mobile,Paid
1414,686,2024-07-30,2,13.71,Desktop,Referral
1415,750,2025-05-06,10,11.32,Desktop,Referral
1416,745,2024-02-29,14,13.84,Mobile,Paid
1417,500,2025-08-24,5,112.5,Mobile,Referral
1418,326,2024-10-12,13,107.98,Tablet,Referral
1419,209,2025-06-04,14,3.84,Mobile,Paid
1420,531,2024-05-13,1,59.07,Desktop,Organic
1421,665,2025-01-30,4,79.71,Mobile,Paid
1422,765,2024-05-25,1,14.75,Desktop,Referral
1423,433,2025-08-30,10,28.63,Mobile,Referral
1424,41,2024-04-04,8,107.44,Tablet,Referral
1425,795,2024-10-23,9,4.07,Tablet,Paid
1426,565,2024-07-03,1,33.69,Mobile,Referral
1427,40,2025-11-05,10,14.62,Tablet,Paid
1428,709,2025-06-20,10,27.28,Desktop,Paid
1429,533,2025-01-02,2,37.23,Tablet,Referral
1430,506,2025-03-14,15,96.73,Mobile,Referral
1431,545,2024-12-11,14,85.06,Tablet,Organic
1432,749,2025-06-10,6,91.53,Tablet,Referral
1433,835,2024-02-08,12,114.54,Tablet,Paid
1434,182,2025-05-16,7,115.96,Mobile,Organic
1435,133,2025-05-13,15,102.61,Mobile,Referral
1436,349,2025-09-21,7,66.16,Tablet,Paid
1437,327,2024-01-04,12,29.5,Tablet,Organic
1438,73,2024-01-10,14,100.01,Mobile,Paid
1439,761,2024-02-08,6,86.24,Desktop,Organic
1440,598,2024-11-09,11,27.99,Desktop,Paid
1441,887,2023-12-09,1,39.85,Mobile,Referral
1442,350,2024-11-25,14,111.35,Desktop,Referral
1443,367,2025-02-04,8,15.81,Tablet,Referral
1444,863,2024-02-18,5,107.05,Desktop,Paid
1445,153,2024-03-06,12,93.04,Tablet,Referral
1446,50,2025-05-13,11,8.92,Tablet,Organic
1447,811,2025-06-05,9,118.83,Tablet,Organic
1448,890,2025-03-27,12,116.14,Mobile,Paid
1449,165,2024-07-07,12,20.21,Mobile,Referral
1450,359,2025-04-07,9,37.91,Tablet,Paid
1451,352,2025-04-22,7,43.81,Desktop,Paid
1452,95,2024-08-18,15,23.99,Desktop,Organic
1453,800,2024-11-12,7,54.68,Mobile,Paid
1454,871,2024-10-09,5,28.36,Desktop,Organic
1455,277,2024-01-27,2,98.98,Desktop,Organic
1456,725,2025-06-24,8,32.67,Mobile,Paid
1457,963,2025-06-25,9,113.58,Desktop,Paid
1458,499,2024-06-02,3,63.74,Mobile,Paid
1459,836,2023-12-31,15,2.58,Desktop,Organic
1460,411,2025-09-25,3,37.03,Mobile,Organic
1461,833,2024-06-27,13,119.47,Mobile,Paid
1462,996,2025-10-08,13,59.03,Tablet,Referral
1463,952,2025-07-26,1,2.26,Desktop,Organic
1464,78,2025-11-29,12,44.1,Tablet,Paid
1465,820,2025-02-11,3,14.95,Mobile,Referral
1466,271,2024-07-21,8,105.68,Mobile,Paid
1467,715,2025-02-06,5,14.43,Desktop,Referral
1468,657,2024-07-05,14,72.41,Desktop,Referral
1469,28,2024-02-07,14,66.42,Mobile,Paid
1470,268,2025-05-25,5,102.28,Tablet,Paid
1471,817,2025-11-14,14,40.59,Mobile,Referral
1472,748,2025-09-22,5,51.35,Desktop,Organic
1473,554,2024-07-11,12,54.29,Desktop,Organic
1474,791,2024-04-12,12,98.57,Desktop,Referral
1475,700,2025-03-29,13,35.4,Desktop,Organic
1476,128,2025-05-31,4,71.58,Desktop,Organic
1477,572,2025-10-22,2,112.62,Mobile,Organic
1478,961,2025-04-07,15,93.84,Tablet,Organic
1479,435,2025-09-18,7,101.43,Mobile,Paid
1480,769,2025-10-20,2,29.03,Mobile,Organic
1481,503,2025-08-12,1,56.77,Tablet,Organic
1482,835,2024-06-07,2,19.5,Desktop,Referral
1483,197,2024-07-30,9,68.96,Tablet,Organic
1484,365,2025-06-06,5,51.93,Tablet,Organic
1485,401,2024-08-28,8,48.23,Desktop,Paid
1486,254,2025-07-23,11,55.67,Desktop,Organic
1487,735,2024-03-25,3,49.5,Desktop,Organic
1488,283,2025-08-02,4,11.08,Desktop,Organic
1489,331,2025-10-18,9,85.28,Mobile,Paid
1490,294,2025-08-22,7,29.97,Mobile,Organic
1491,705,2025-10-22,8,19.62,Tablet,Referral
1492,668,2025-01-23,10,88.75,Desktop,Referral
1493,222,2024-05-04,11,80.7,Desktop,Organic
1494,822,2025-04-10,4,30.68,Tablet,Referral
1495,267,2024-05-13,13,10.2,Desktop,Organic
1496,815,2024-12-09,14,88.14,Tablet,Referral
1497,326,2024-04-09,3,31.77,Mobile,Paid
1498,749,2025-05-06,3,102.51,Tablet,Paid
1499,605,2025-01-18,9,52.49,Mobile,Referral
1500,816,2025-08-19,6,53.74,Mobile,Organic
1501,85,2024-11-30,12,74.19,Mobile,Organic
1502,754,2025-06-05,7,68.29,Tablet,Organic
1503,876,2024-09-03,5,35.23,Mobile,Referral
1504,11,2025-09-27,6,22.94,Tablet,Organic
1505,424,2024-10-09,7,104.39,Desktop,Organic
1506,93,2025-04-24,1,109.54,Desktop,Referral
1507,968,2024-12-16,13,79.59,Desktop,Paid
1508,413,2025-02-17,10,32.27,Mobile,Referral
1509,982,2025-02-02,13,112.03,Mobile,Organic
1510,525,2024-03-05,3,81.84,Tablet,Organic
1511,862,2025-04-25,3,86.53,Desktop,Referral
1512,552,2024-05-09,3,24.38,Desktop,Referral
1513,407,2024-01-06,7,90.22,Tablet,Referral
1514,149,2025-11-12,9,72.43,Tablet,Paid
1515,50,2024-03-16,11,48.19,Desktop,Paid
1516,677,2024-10-16,11,31.88,Mobile,Referral
1517,113,2025-10-17,8,24.63,Mobile,Organic
1518,313,2024-08-08,13,30.0,Mobile,Referral
1519,482,2024-09-18,1,64.76,Desktop,Organic
1520,124,2024-06-29,8,104.27,Tablet,Paid
1521,207,2025-04-07,13,12.37,Tablet,Paid
1522,714,2024-11-18,10,86.31,Mobile,Organic
1523,562,2025-06-04,7,33.31,Tablet,Organic
1524,964,2024-11-30,10,33.33,Mobile,Organic
1525,928,2024-02-12,7,97.59,Tablet,Organic
1526,721,2025-09-03,8,43.18,Mobile,Organic
1527,168,2024-02-02,3,94.52,Mobile,Referral
1528,125,2024-08-21,10,7.25,Mobile,Paid
1529,325,2025-01-05,4,95.93,Desktop,Paid
1530,17,2025-02-07,6,78.66,Desktop,Referral
1531,4,2024-03-09,13,102.12,Desktop,Referral
1532,269,2025-10-16,15,50.99,Mobile,Referral
1533,268,2025-06-18,15,1.44,Mobile,Referral
1534,5,2025-06-18,4,117.42,Desktop,Organic
1535,614,2024-01-19,3,43.26,Desktop,Referral
1536,885,2025-09-09,2,62.65,Desktop,Referral
1537,761,2025-01-10,7,52.04,Mobile,Paid
1538,114,2025-10-02,11,57.69,Desktop,Paid
1539,556,2024-11-28,2,79.09,Desktop,Paid
1540,184,2023-12-29,11,82.03,Mobile,Paid
1541,932,2025-05-07,9,97.11,Tablet,Organic
1542,486,2025-10-21,11,69.7,Desktop,Paid
1543,768,2025-01-08,11,98.16,Desktop,Referral
1544,676,2025-08-04,8,88.27,Tablet,Referral
1545,157,2025-03-05,15,21.79,Desktop,Organic
1546,739,2024-07-02,3,42.73,Desktop,Organic
1547,331,2024-01-25,10,44.41,Mobile,Referral
1548,481,2025-11-23,11,59.63,Mobile,Organic
1549,904,2025-06-12,3,28.88,Desktop,Paid
1550,208,2025-11-26,3,52.06,Desktop,Paid
1551,583,2023-12-01,14,54.45,Mobile,Referral
1552,348,2024-12-12,9,108.59,Tablet,Referral
1553,850,2025-06-17,11,88.61,Mobile,Paid
1554,559,2025-02-20,1,1.51,Desktop,Organic
1555,721,2024-03-02,6,13.13,Mobile,Paid
1556,26,2024-02-28,11,43.57,Desktop,Organic
1557,484,2024-10-18,10,64.31,Tablet,Organic
1558,491,2024-03-01,9,50.1,Tablet,Paid
1559,884,2024-01-28,11,109.82,Mobile,Paid
1560,223,2024-07-20,9,72.6,Desktop,Paid
1561,160,2025-11-23,4,80.1,Mobile,Referral
1562,661,2024-10-06,3,16.27,Mobile,Referral
1563,148,2024-06-17,15,81.72,Tablet,Paid
1564,355,2024-06-14,6,41.68,Desktop,Paid
1565,914,2024-09-21,7,116.21,Mobile,Organic
1566,681,2025-06-05,11,113.99,Mobile,Referral
1567,502,2025-04-17,8,100.91,Mobile,Referral
1568,61,2024-02-01,1,75.83,Tablet,Referral
1569,253,2024-02-18,3,26.59,Tablet,Paid
1570,924,2025-02-24,9,56.44,Desktop,Organic
1571,1000,2025-09-25,14,18.88,Tablet,Paid
1572,854,2024-12-26,7,13.72,Mobile,Referral
1573,517,2024-06-04,4,105.42,Tablet,Organic
1574,136,2024-01-15,5,74.75,Desktop,Organic
1575,802,2025-07-10,8,68.04,Desktop,Organic
1576,606,2025-02-19,1,77.89,Desktop,Paid
1577,253,2024-11-19,15,58.76,Desktop,Organic
1578,246,2024-09-07,9,85.11,Mobile,Organic
1579,626,2025-08-12,11,67.11,Tablet,Paid
1580,429,2024-07-22,4,60.18,Mobile,Paid
1581,243,2024-04-11,5,61.23,Desktop,Paid
1582,433,2025-06-20,15,50.23,Tablet,Referral
1583,778,2025-07-18,12,43.55,Mobile,Referral
1584,297,2024-07-21,14,65.56,Desktop,Paid
1585,424,2025-10-08,6,116.01,Tablet,Referral
1586,687,2025-11-12,1,64.24,Tablet,Referral
