marketing_id,customer_id,campaign_name,campaign_type,interaction_date,response,discount_used,engagement_score
903,542,Raise Campaign,Email,2023-12-18,Yes,No,6
904,190,Side Campaign,Coupon,2025-03-26,No,No,4
905,622,Protect Campaign,Email,2025-11-16,Yes,Yes,7
906,338,Method Campaign,Email,2024-04-12,Yes,No,8
907,893,For Campaign,Push,2024-09-27,Clicked,Yes,6
908,790,Beyond Campaign,Email,2024-01-10,Yes,No,2
909,780,Increase Campaign,Push,2023-12-05,No,No,4
910,359,None Campaign,Push,2024-01-06,No,No,5
911,340,Get Campaign,Email,2025-04-30,Open,No,4
912,820,Type Campaign,SMS,2024-01-31,Yes,No,10
913,424,Range Campaign,SMS,2025-07-30,Open,Yes,4
914,300,House Campaign,Email,2025-08-09,Yes,No,5
915,617,Manage Campaign,Coupon,2025-08-27,No,Yes,9
916,780,Difficult Campaign,SMS,2024-02-24,Clicked,No,10
917,8,President Campaign,Push,2025-05-01,Yes,No,9
918,173,Reduce Campaign,Email,2025-07-20,Open,No,7
919,1000,Former Campaign,Push,2025-07-04,No,No,9
920,451,Civil Campaign,Email,2024-01-12,Clicked,No,5
921,405,Economy Campaign,Coupon,2024-02-02,Yes,Yes,8
922,519,Traditional Campaign,Coupon,2025-08-26,Yes,Yes,2
923,755,Check Campaign,SMS,2024-08-09,No,Yes,8
924,708,Not Campaign,SMS,2024-10-24,Yes,No,4
925,479,Hit Campaign,SMS,2024-01-26,Yes,Yes,10
926,849,Hotel Campaign,Push,2024-10-17,Clicked,No,6
927,100,Happy Campaign,SMS,2024-01-23,No,Yes,7
928,803,Old Campaign,Push,2025-09-17,Yes,Yes,9
929,401,Affect Campaign,Coupon,2025-02-26,No,Yes,10
930,789,They Campaign,Email,2024-11-21,Yes,No,9
931,883,Stage Campaign,Push,2024-04-27,Yes,No,4
932,791,Represent Campaign,SMS,2025-02-08,Open,Yes,3
933,942,So Campaign,Email,2024-06-17,Clicked,Yes,5
934,419,Pass Campaign,SMS,2025-08-02,Clicked,Yes,5
935,579,Stock Campaign,Email,2024-06-13,No,No,8
936,986,Think Campaign,Push,2025-07-21,Open,Yes,8
937,49,Guy Campaign,Coupon,2025-07-02,Clicked,Yes,5
938,663,Mention Campaign,Email,2025-03-28,Yes,Yes,6
939,687,Skin Campaign,Email,2025-03-30,No,Yes,10
940,673,Piece Campaign,Email,2025-01-02,Open,No,4
941,279,Fish Campaign,Push,2024-02-01,Open,Yes,2
942,463,There Campaign,Coupon,2024-03-17,Yes,No,4
943,138,Method Campaign,Push,2024-02-06,No,No,9
944,41,High Campaign,Email,2025-09-24,Clicked,No,8
945,240,Without Campaign,Email,2024-05-27,Yes,No,5
946,500,More Campaign,Email,2023-11-30,Open,No,4
947,499,Billion Campaign,Push,2024-01-05,Yes,No,3
948,264,Ready Campaign,Push,2025-05-05,No,No,5
949,608,Issue Campaign,Email,2025-06-26,Yes,Yes,2
950,965,Interesting Campaign,Push,2025-02-03,Open,Yes,1
951,881,Another Campaign,Coupon,2024-12-31,Open,Yes,1
952,378,Clearly Campaign,Push,2024-03-17,Open,Yes,6
953,73,Store Campaign,Email,2025-04-21,Clicked,Yes,4
954,863,Water Campaign,Push,2025-07-15,Open,Yes,8
955,936,Where Campaign,SMS,2024-04-28,Clicked,Yes,7
956,394,Nice Campaign,Push,2025-01-15,No,Yes,6
957,930,Spring Campaign,Coupon,2025-09-23,Yes,No,9
958,623,When Campaign,SMS,2024-07-22,Open,No,8
959,533,Everybody Campaign,Push,2025-04-30,Clicked,Yes,1
960,929,Production Campaign,Email,2024-09-16,Clicked,Yes,10
961,868,Push Campaign,Coupon,2025-09-06,Yes,No,4
962,534,Buy Campaign,Email,2025-02-17,No,No,10
963,229,Standard Campaign,Coupon,2025-03-29,Clicked,Yes,7
964,205,Daughter Campaign,Coupon,2024-01-08,Clicked,No,6
965,146,Item Campaign,Push,2025-07-15,No,No,7
966,334,Computer Campaign,Push,2025-05-11,No,Yes,3
967,611,Edge Campaign,Coupon,2025-05-16,Clicked,Yes,5
968,545,Different Campaign,SMS,2025-10-21,Clicked,No,4
969,873,Site Campaign,SMS,2025-11-08,Clicked,Yes,9
970,527,Simply Campaign,Email,2025-06-02,Open,Yes,1
971,143,Real Campaign,SMS,2025-08-27,Yes,No,7
972,978,Stop Campaign,Email,2025-02-07,No,No,9
973,850,Pull Campaign,Coupon,2025-09-22,Yes,Yes,8
974,666,Five Campaign,SMS,2024-10-09,Yes,No,1
975,385,Life Campaign,Push,2024-12-05,Clicked,Yes,5
976,560,Ability Campaign,Coupon,2024-03-08,Yes,No,4
977,182,First Campaign,SMS,2024-04-30,Yes,Yes,3
978,423,Affect Campaign,Email,2025-05-06,Clicked,No,3
979,387,Make Campaign,Email,2025-11-23,No,No,9
980,426,Blue Campaign,Email,2024-05-17,Clicked,Yes,10
981,454,Enter Campaign,Push,2024-01-26,Yes,No,8
982,840,Institution Campaign,Push,2024-01-16,No,No,1
983,2,Surface Campaign,Email,2024-06-21,Yes,Yes,4
984,75,Personal Campaign,Coupon,2025-04-29,No,No,5
985,981,Light Campaign,Email,2024-06-20,Open,No,7
986,256,Property Campaign,SMS,2025-01-14,Open,No,2
987,388,Sense Campaign,Coupon,2024-03-05,Open,No,5
988,813,Big Campaign,Coupon,2024-12-17,Open,Yes,3
989,471,Environmental Campaign,Email,2025-05-08,Open,No,9
990,395,Show Campaign,SMS,2025-10-20,Yes,Yes,7
991,934,Mind Campaign,Coupon,2024-11-26,Clicked,Yes,6
992,296,Relationship Campaign,Push,2025-03-31,Clicked,No,6
993,818,Performance Campaign,SMS,2024-06-07,Clicked,No,6
994,481,Middle Campaign,Push,2025-03-31,Yes,Yes,7
995,293,Service Campaign,SMS,2024-10-15,No,Yes,10
996,42,Table Campaign,SMS,2025-09-24,No,No,1
997,817,Sure Campaign,SMS,2025-10-29,Open,No,1
998,696,Tend Campaign,Email,2025-11-28,Clicked,No,6
999,824,Rule Campaign,Push,2024-09-06,Open,No,8
1000,965,Else Campaign,Email,2024-08-02,No,No,6
1001,285,Fill Campaign,Push,2025-06-14,No,Yes,10
1002,95,Capital Campaign,SMS,2024-10-20,Yes,Yes,6
1003,10,Only Campaign,Push,2024-01-23,Clicked,No,6
1004,672,Happy Campaign,SMS,2025-03-14,No,Yes,2
1005,69,Sell Campaign,Email,2024-03-16,Open,Yes,5
1006,350,Front Campaign,SMS,2024-03-07,No,Yes,3
1007,649,Owner Campaign,Coupon,2024-01-24,Open,Yes,4
1008,101,Grow Campaign,Coupon,2025-07-21,Yes,No,1
1009,854,Analysis Campaign,Email,2025-01-14,No,No,6
1010,612,National Campaign,Email,2025-01-27,Yes,No,6
1011,733,Seem Campaign,SMS,2024-03-14,Yes,No,8
1012,827,Direction Campaign,Coupon,2025-10-12,No,No,5
1013,843,Money Campaign,Email,2024-03-17,Open,Yes,9
1014,960,Wrong Campaign,Email,2023-12-16,Open,Yes,8
1015,184,Federal Campaign,Email,2024-10-13,Clicked,Yes,7
1016,291,Hotel Campaign,Push,2024-05-13,Yes,No,2
1017,903,Send Campaign,Push,2025-07-05,Open,Yes,2
1018,687,Space Campaign,Email,2024-02-01,Yes,No,4
1019,977,Interesting Campaign,SMS,2025-01-11,Open,Yes,10
1020,443,Although Campaign,Coupon,2025-06-16,Open,Yes,4
1021,850,Can Campaign,Email,2024-10-03,Yes,Yes,1
1022,777,Main Campaign,Coupon,2025-08-29,Clicked,No,1
1023,158,Agree Campaign,Push,2024-07-10,Clicked,Yes,10
1024,566,Cut Campaign,SMS,2024-03-03,No,No,1
1025,706,Politics Campaign,Push,2024-12-07,No,Yes,4
1026,215,Thank Campaign,SMS,2024-09-23,No,No,7
1027,345,Important Campaign,Push,2024-01-18,Open,No,9
1028,336,Blood Campaign,Push,2025-04-08,Yes,No,6
1029,302,After Campaign,Coupon,2025-04-02,Open,No,2
1030,295,Bank Campaign,SMS,2025-03-31,Yes,Yes,1
1031,334,Magazine Campaign,SMS,2025-06-09,Clicked,Yes,10
1032,746,Happen Campaign,Coupon,2024-05-21,No,Yes,6
1033,890,Power Campaign,SMS,2025-09-03,Clicked,No,10
1034,264,Resource Campaign,SMS,2023-12-22,No,No,6
1035,317,Allow Campaign,Coupon,2024-03-29,Open,Yes,10
1036,815,Reason Campaign,Coupon,2024-04-25,Clicked,No,6
1037,927,Throughout Campaign,Email,2024-10-16,Clicked,No,6
1038,680,Among Campaign,SMS,2024-06-20,Open,Yes,1
1039,800,Son Campaign,Coupon,2025-07-15,No,Yes,7
1040,159,Book Campaign,Email,2024-02-28,Clicked,Yes,5
1041,331,Left Campaign,SMS,2025-05-19,Open,No,10
1042,522,So Campaign,Push,2025-03-31,Open,No,6
1043,167,Also Campaign,Coupon,2024-11-02,Clicked,Yes,8
1044,966,Yard Campaign,Coupon,2025-03-15,Clicked,Yes,3
1045,499,Identify Campaign,Coupon,2024-06-02,No,Yes,5
1046,783,Magazine Campaign,Push,2024-10-23,Open,Yes,7
1047,434,Page Campaign,Email,2024-12-27,Clicked,No,4
1048,674,Street Campaign,SMS,2024-04-25,Clicked,Yes,3
1049,479,Race Campaign,Email,2024-08-02,Yes,Yes,2
1050,374,Expect Campaign,Coupon,2025-11-08,Clicked,Yes,4
1051,661,Paper Campaign,SMS,2025-03-29,No,No,9
1052,22,Along Campaign,Email,2025-03-17,Clicked,Yes,9
1053,319,Middle Campaign,Email,2025-03-03,No,No,3
1054,244,Of Campaign,Push,2024-01-20,Clicked,Yes,6
1055,385,Lay Campaign,Email,2024-10-16,Yes,Yes,4
1056,823,School Campaign,Push,2025-09-18,No,No,7
1057,410,Picture Campaign,SMS,2024-11-23,No,No,7
1058,154,Could Campaign,Coupon,2024-11-01,Yes,No,1
1059,767,Yet Campaign,Email,2024-06-29,No,Yes,1
1060,313,Newspaper Campaign,SMS,2023-12-11,Yes,Yes,2
1061,407,Form Campaign,Email,2025-09-09,Clicked,Yes,3
1062,657,Former Campaign,SMS,2024-06-06,Open,No,3
1063,398,Response Campaign,SMS,2024-03-23,Clicked,No,6
1064,318,Billion Campaign,Coupon,2024-05-23,No,Yes,7
1065,903,Information Campaign,Push,2025-07-29,Yes,Yes,1
1066,584,Well Campaign,SMS,2025-02-20,Open,No,4
1067,450,Score Campaign,SMS,2025-04-30,Yes,Yes,9
1068,311,Clearly Campaign,Push,2024-01-21,Open,Yes,4
1069,258,Break Campaign,SMS,2025-06-05,Open,No,9
1070,933,So Campaign,Email,2025-02-15,Yes,Yes,10
1071,213,Success Campaign,Push,2025-06-22,Yes,Yes,8
1072,30,His Campaign,Push,2024-05-25,No,No,8
1073,991,Particular Campaign,Push,2025-04-24,Clicked,No,2
1074,955,Take Campaign,Email,2024-04-17,Open,Yes,5
1075,611,Statement Campaign,SMS,2024-08-22,No,Yes,2
1076,497,Economic Campaign,SMS,2024-03-17,Open,Yes,2
1077,444,Red Campaign,Email,2025-08-03,Clicked,No,3
1078,4,Often Campaign,Coupon,2025-10-28,Open,No,8
1079,27,Spend Campaign,Email,2025-01-17,Yes,Yes,7
1080,951,Strong Campaign,SMS,2024-03-24,Clicked,No,10
1081,977,Wind Campaign,Push,2025-10-17,No,Yes,7
1082,448,Pay Campaign,SMS,2025-10-18,Clicked,No,7
1083,285,Language Campaign,Email,2025-04-06,Yes,Yes,10
1084,957,Light Campaign,Push,2025-08-16,Yes,No,5
1085,412,Interest Campaign,SMS,2024-10-07,Yes,Yes,7
1086,207,Research Campaign,Email,2025-08-16,Open,No,7
1087,492,Enjoy Campaign,Push,2024-11-16,Yes,Yes,4
1088,593,Head Campaign,Coupon,2025-11-06,No,No,3
1089,868,Decade Campaign,Push,2024-02-16,Yes,No,1
1090,18,Street Campaign,Coupon,2024-04-13,Clicked,Yes,6
1091,438,Later Campaign,Push,2024-09-20,Clicked,Yes,8
1092,773,Message Campaign,Email,2025-10-19,No,Yes,10
1093,847,Education Campaign,Email,2025-03-11,Open,Yes,8
1094,931,Hold Campaign,Push,2024-06-03,Open,No,3
1095,305,Until Campaign,SMS,2024-11-22,Open,Yes,3
1096,12,Report Campaign,Push,2025-02-24,Clicked,Yes,1
1097,388,Stuff Campaign,SMS,2024-06-18,Yes,Yes,2
1098,663,Heart Campaign,SMS,2025-03-13,Yes,Yes,7
1099,198,Score Campaign,Push,2025-09-16,Clicked,Yes,1
1100,428,New Campaign,Email,2025-03-29,Open,No,9
1101,810,Phone Campaign,Coupon,2025-02-12,No,Yes,9
1102,127,Involve Campaign,Email,2024-08-05,No,Yes,5
1103,958,Answer Campaign,Push,2025-09-16,No,Yes,6
1104,706,Middle Campaign,Coupon,2025-09-28,Open,No,5
1105,382,Article Campaign,Push,2024-04-06,Clicked,Yes,1
1106,78,Look Campaign,Email,2025-11-26,Open,No,5
1107,679,Career Campaign,Email,2024-04-22,Open,Yes,10
1108,276,Cell Campaign,Email,2024-07-30,Yes,Yes,7
1109,314,None Campaign,Email,2024-04-21,Open,No,5
1110,599,Nothing Campaign,Push,2025-11-03,Clicked,Yes,4
1111,252,Difficult Campaign,Push,2025-03-21,Yes,No,8
1112,339,Expect Campaign,SMS,2024-10-16,Clicked,No,3
1113,432,Start Campaign,SMS,2025-07-13,Clicked,Yes,6
1114,773,Bed Campaign,Email,2024-06-16,Clicked,Yes,5
1115,723,Different Campaign,Push,2024-06-17,Clicked,No,8
1116,192,During Campaign,Email,2024-07-21,Clicked,Yes,4
1117,505,Suddenly Campaign,Email,2025-05-14,Open,No,4
1118,140,Hair Campaign,Coupon,2025-01-07,Open,No,3
1119,13,Ten Campaign,SMS,2024-07-03,Open,No,1
1120,313,Both Campaign,Push,2025-07-12,No,Yes,4
1121,323,Some Campaign,Coupon,2024-06-09,Yes,Yes,1
1122,261,Daughter Campaign,Push,2025-08-13,No,Yes,10
1123,53,Population Campaign,Email,2025-11-14,Open,No,1
1124,566,Account Campaign,Email,2025-07-02,No,Yes,4
1125,521,Bad Campaign,Email,2025-04-02,Clicked,No,9
1126,568,Expert Campaign,SMS,2024-10-28,Open,Yes,9
1127,150,Customer Campaign,Coupon,2025-07-17,Clicked,No,9
1128,593,Anyone Campaign,Coupon,2025-05-29,Yes,Yes,4
1129,896,Pm Campaign,Email,2025-06-18,Open,No,5
1130,884,Management Campaign,Push,2025-01-24,No,Yes,2
1131,289,Whether Campaign,Push,2024-11-01,Open,No,2
1132,921,Tough Campaign,Email,2024-12-28,Clicked,Yes,9
1133,77,Force Campaign,Coupon,2024-02-25,Yes,Yes,1
1134,399,Community Campaign,Coupon,2025-10-07,No,No,4
1135,55,Mind Campaign,SMS,2025-10-16,Open,No,7
1136,350,Prove Campaign,Coupon,2024-02-28,Open,Yes,8
1137,879,Force Campaign,Email,2024-01-26,Open,Yes,8
1138,994,Possible Campaign,Email,2024-07-27,No,Yes,10
1139,979,Dream Campaign,Push,2025-07-30,No,No,5
1140,519,Lay Campaign,Push,2024-05-20,No,No,3
1141,861,Interview Campaign,Push,2024-05-19,No,Yes,3
1142,277,Today Campaign,Coupon,2024-01-04,Clicked,Yes,9
1143,392,Remember Campaign,Email,2024-10-25,No,Yes,5
1144,352,Wind Campaign,SMS,2024-06-17,No,No,10
1145,155,Down Campaign,Push,2023-12-18,Yes,No,3
1146,152,Former Campaign,Coupon,2025-03-13,Open,Yes,3
1147,178,Media Campaign,Email,2025-06-01,Yes,Yes,5
1148,91,Seem Campaign,Coupon,2025-01-06,Yes,No,2
1149,658,Sport Campaign,SMS,2023-12-19,No,No,8
1150,951,Short Campaign,Email,2024-08-04,Yes,No,1
1151,360,Out Campaign,Coupon,2025-02-08,No,Yes,1
1152,232,Job Campaign,Push,2024-12-22,Open,No,2
1153,356,Letter Campaign,Coupon,2024-12-05,No,Yes,3
1154,105,Specific Campaign,Coupon,2024-02-04,Open,Yes,1
1155,880,Ten Campaign,SMS,2025-09-13,Open,No,1
1156,445,Usually Campaign,Push,2024-08-15,Yes,No,4
1157,627,At Campaign,Email,2024-08-02,Clicked,Yes,6
1158,852,Run Campaign,Push,2025-05-28,Clicked,No,3
1159,190,Executive Campaign,Push,2024-08-26,Clicked,No,3
1160,323,Nature Campaign,Coupon,2025-03-05,No,Yes,8
1161,79,Age Campaign,SMS,2025-05-07,No,No,5
1162,33,Deal Campaign,Email,2025-04-25,Clicked,Yes,7
1163,810,Score Campaign,Push,2025-07-29,Open,Yes,5
1164,24,Special Campaign,Email,2025-05-22,Open,No,2
1165,647,Too Campaign,Email,2024-01-12,Yes,No,3
1166,72,Vote Campaign,Coupon,2025-07-20,Open,Yes,7
1167,915,Region Campaign,SMS,2025-04-10,No,Yes,7
1168,717,Activity Campaign,Email,2025-11-05,No,Yes,9
1169,865,Red Campaign,Coupon,2024-09-26,No,No,8
1170,855,Approach Campaign,Coupon,2025-05-25,No,No,2
1171,221,Who Campaign,Email,2025-10-20,Yes,Yes,9
1172,676,Loss Campaign,Coupon,2024-04-07,Clicked,Yes,10
1173,283,Report Campaign,Email,2025-07-27,Yes,Yes,6
1174,490,Set Campaign,Email,2024-12-07,Clicked,No,4
1175,172,Drive Campaign,Email,2025-01-15,Open,No,7
1176,284,Summer Campaign,Coupon,2024-12-05,Clicked,Yes,9
1177,946,Himself Campaign,Coupon,2025-11-20,No,No,3
1178,993,Staff Campaign,Coupon,2025-03-17,Yes,No,9
1179,453,Production Campaign,SMS,2024-01-09,Clicked,Yes,6
1180,318,Leave Campaign,Email,2024-04-11,Open,No,3
1181,630,Threat Campaign,SMS,2025-11-15,No,No,9
1182,475,His Campaign,Email,2024-09-01,No,Yes,7
1183,506,Option Campaign,SMS,2025-02-20,Yes,No,3
1184,542,Teach Campaign,SMS,2024-02-14,Open,No,2
1185,406,Class Campaign,Coupon,2025-05-17,Clicked,Yes,2
1186,903,In Campaign,Coupon,2024-03-27,Open,Yes,4
1187,846,Thank Campaign,Push,2023-12-12,Yes,No,2
1188,390,Ago Campaign,Push,2025-06-05,No,Yes,2
1189,774,Must Campaign,Coupon,2025-06-18,Yes,No,9
1190,22,Contain Campaign,Push,2024-06-23,No,No,2
1191,905,To Campaign,Email,2024-09-28,Open,No,8
1192,243,Guess Campaign,Push,2024-05-30,Yes,No,8
1193,175,Course Campaign,Coupon,2024-11-27,Yes,No,7
1194,254,Relationship Campaign,Coupon,2024-04-08,Clicked,Yes,8
1195,898,Just Campaign,SMS,2024-02-28,No,No,4
1196,901,Economic Campaign,SMS,2024-10-15,Open,No,4
1197,604,Watch Campaign,Push,2024-04-16,Yes,No,3
1198,775,Shoulder Campaign,Email,2025-10-18,Yes,Yes,7
1199,948,Market Campaign,Email,2025-06-14,Yes,No,2
1200,358,Take Campaign,Push,2024-10-03,Clicked,Yes,2
1201,935,Perhaps Campaign,Push,2024-10-02,Yes,Yes,7
1202,903,Young Campaign,SMS,2025-06-15,No,No,6
1203,174,Everything Campaign,SMS,2023-12-17,Clicked,Yes,4
1204,882,Second Campaign,Coupon,2024-05-16,Clicked,No,10
1205,442,Start Campaign,Email,2024-03-22,Yes,Yes,1
1206,192,Such Campaign,SMS,2024-04-25,Clicked,No,5
1207,642,Author Campaign,SMS,2024-08-07,No,No,3
1208,237,Chance Campaign,Push,2024-12-29,Clicked,No,10
1209,101,Various Campaign,Push,2024-07-17,Clicked,No,7
1210,632,Move Campaign,Email,2024-01-25,No,No,10
1211,858,Treat Campaign,Email,2025-01-18,Yes,No,6
1212,917,Source Campaign,Email,2025-08-09,Clicked,Yes,8
1213,804,Necessary Campaign,Push,2023-12-05,Yes,Yes,2
1214,242,In Campaign,SMS,2024-04-14,Yes,Yes,8
1215,624,Laugh Campaign,Push,2025-03-27,Open,No,10
1216,354,Wrong Campaign,Email,2024-08-04,Clicked,No,1
1217,161,Past Campaign,Email,2024-08-23,Clicked,No,2
1218,949,Body Campaign,Push,2025-04-24,Open,No,2
1219,204,Behavior Campaign,Email,2025-03-24,Clicked,No,3
1220,828,Take Campaign,SMS,2025-03-01,Clicked,Yes,5
1221,228,Card Campaign,SMS,2025-02-13,Yes,Yes,3
1222,260,Remember Campaign,SMS,2024-12-14,Clicked,Yes,3
1223,608,Career Campaign,SMS,2024-11-27,Yes,No,10
1224,598,Deal Campaign,Email,2025-07-19,Open,Yes,1
1225,124,Style Campaign,Push,2024-05-24,No,No,8
1226,979,Suffer Campaign,SMS,2025-06-12,Clicked,No,6
1227,540,Compare Campaign,Push,2024-11-17,Yes,Yes,4
1228,425,Bag Campaign,Email,2025-11-11,Yes,Yes,7
1229,638,Everything Campaign,Email,2025-08-09,Clicked,No,3
1230,374,Produce Campaign,SMS,2025-02-15,Clicked,Yes,1
1231,969,Really Campaign,SMS,2024-04-29,Yes,Yes,4
1232,375,Compare Campaign,SMS,2025-03-11,No,No,10
1233,136,Future Campaign,Coupon,2025-09-05,No,Yes,3
1234,639,Trial Campaign,Email,2024-09-03,Yes,Yes,3
1235,846,Cold Campaign,Email,2024-12-13,Yes,Yes,6
1236,751,Support Campaign,SMS,2025-09-22,Open,No,4
1237,43,Huge Campaign,SMS,2025-02-21,Clicked,No,10
1238,956,Beautiful Campaign,SMS,2024-08-01,No,Yes,9
1239,874,Wind Campaign,Coupon,2025-07-15,Open,No,10
1240,890,Box Campaign,Push,2024-08-24,Clicked,No,4
1241,680,Pay Campaign,SMS,2024-01-21,Clicked,Yes,8
1242,719,Middle Campaign,Email,2025-02-10,No,No,6
1243,823,Strategy Campaign,SMS,2025-04-12,Open,No,2
1244,627,Quality Campaign,Coupon,2025-08-24,No,Yes,5
1245,54,Office Campaign,Email,2024-03-22,No,Yes,2
1246,89,Out Campaign,Coupon,2024-06-14,Clicked,No,4
1247,301,Sure Campaign,Email,2025-06-11,Yes,No,6
1248,960,Choice Campaign,Coupon,2024-11-14,Clicked,No,3
1249,575,Threat Campaign,Coupon,2024-06-26,Yes,Yes,8
1250,17,Goal Campaign,SMS,2025-05-12,Yes,No,1
1251,203,Take Campaign,Push,2024-02-04,No,Yes,5
1252,555,Present Campaign,SMS,2024-01-26,Open,No,3
1253,699,Treatment Campaign,Push,2024-01-19,Open,Yes,1
1254,115,Follow Campaign,Coupon,2024-12-06,No,No,8
1255,672,Indeed Campaign,Push,2025-05-07,Clicked,Yes,8
1256,377,Son Campaign,Coupon,2024-05-16,Clicked,Yes,2
1257,947,Son Campaign,Email,2024-09-29,Yes,No,9
1258,523,From Campaign,SMS,2025-11-15,Clicked,No,7
1259,632,Live Campaign,Coupon,2024-11-18,No,Yes,10
1260,373,Everything Campaign,Coupon,2023-12-09,No,Yes,5
1261,926,Professional Campaign,Push,2024-05-17,Clicked,Yes,9
1262,177,Professional Campaign,Push,2025-06-03,No,No,2
1263,712,Explain Campaign,SMS,2025-01-12,Clicked,Yes,1
1264,237,Huge Campaign,SMS,2024-10-25,Yes,Yes,6
1265,838,Who Campaign,Push,2024-03-24,Yes,No,9
1266,834,Hotel Campaign,Coupon,2024-08-31,No,No,7
1267,250,Scene Campaign,Push,2024-09-30,No,Yes,5
1268,638,Difficult Campaign,Coupon,2025-04-20,No,No,8
1269,76,Course Campaign,Coupon,2024-11-23,Open,Yes,6
1270,1,House Campaign,Email,2025-09-30,Clicked,No,1
1271,692,Rich Campaign,Email,2024-10-29,Open,Yes,7
1272,498,Tell Campaign,Coupon,2024-02-18,Yes,Yes,1
1273,777,Free Campaign,Email,2024-02-18,Clicked,No,8
1274,420,Far Campaign,Email,2024-04-02,Open,No,8
1275,341,Few Campaign,Push,2024-09-08,Yes,No,7
1276,337,Window Campaign,Coupon,2025-02-03,No,Yes,3
1277,947,Ball Campaign,Push,2024-07-13,Open,Yes,6
1278,201,Break Campaign,Email,2025-06-19,Open,Yes,4
1279,562,Near Campaign,Email,2025-09-20,Open,Yes,4
1280,463,Bill Campaign,Push,2024-04-02,Clicked,Yes,7
1281,618,Subject Campaign,Email,2024-05-07,No,No,3
1282,11,Spring Campaign,Coupon,2024-05-09,No,No,8
1283,556,Rise Campaign,Email,2023-12-23,Yes,Yes,3
1284,405,No Campaign,Email,2025-08-09,Clicked,Yes,9
1285,721,Reduce Campaign,Email,2023-12-11,Yes,Yes,2
1286,56,To Campaign,SMS,2025-01-24,Yes,Yes,7
1287,466,South Campaign,Email,2024-01-02,Yes,No,5
1288,299,West Campaign,Coupon,2024-09-05,Yes,Yes,2
1289,659,Safe Campaign,Push,2024-10-04,No,No,8
1290,541,Guess Campaign,SMS,2024-06-10,Clicked,No,1
1291,591,Bed Campaign,SMS,2023-12-24,No,Yes,4
1292,29,Different Campaign,Coupon,2025-06-29,Clicked,Yes,4
1293,413,Idea Campaign,SMS,2024-12-28,Clicked,Yes,6
1294,940,Will Campaign,Push,2025-05-26,Yes,No,6
1295,366,Listen Campaign,Push,2024-03-22,No,No,9
1296,474,Cup Campaign,Push,2025-02-20,Clicked,No,3
1297,21,Much Campaign,Push,2024-04-07,No,No,4
1298,265,Affect Campaign,Email,2025-03-31,Open,Yes,10
1299,655,Right Campaign,SMS,2024-06-13,No,No,6
1300,381,Ground Campaign,Push,2025-04-08,No,Yes,9
1301,889,Charge Campaign,Push,2025-02-05,Open,No,6
1302,569,Article Campaign,Email,2024-03-17,Yes,No,4
1303,862,Design Campaign,Push,2024-12-31,No,Yes,3
1304,691,Old Campaign,Push,2024-11-26,Clicked,No,6
1305,362,That Campaign,Coupon,2024-05-21,Yes,Yes,10
1306,214,Raise Campaign,Push,2025-11-05,Yes,No,8
1307,861,Question Campaign,Coupon,2025-09-11,Open,Yes,10
1308,254,Notice Campaign,Coupon,2025-10-01,Open,No,5
1309,390,Black Campaign,Coupon,2024-04-11,Clicked,No,8
1310,675,Road Campaign,Push,2025-08-11,Clicked,No,9
1311,407,Personal Campaign,Email,2024-02-23,No,No,8
1312,365,Direction Campaign,Coupon,2023-12-30,No,No,9
1313,180,Light Campaign,Coupon,2025-10-19,Open,No,9
1314,851,Third Campaign,Push,2024-11-30,Clicked,No,7
1315,215,Seven Campaign,Email,2025-05-13,No,Yes,5
1316,620,Laugh Campaign,SMS,2025-06-08,Yes,No,8
1317,806,Must Campaign,Coupon,2025-01-08,Clicked,Yes,9
1318,76,Fish Campaign,Email,2025-01-10,Clicked,No,6
1319,275,Statement Campaign,Push,2024-05-05,Clicked,Yes,8
1320,240,Black Campaign,Email,2024-02-02,Yes,Yes,5
1321,269,Not Campaign,Email,2024-04-11,Clicked,No,5
1322,920,Start Campaign,SMS,2025-04-07,No,No,2
1323,753,Water Campaign,Email,2024-11-06,Yes,Yes,4
1324,246,Far Campaign,Coupon,2024-05-26,Open,No,7
1325,389,Training Campaign,Email,2025-06-08,Yes,Yes,7
1326,277,Model Campaign,Email,2024-10-26,Clicked,No,6
1327,365,Wrong Campaign,Coupon,2024-08-30,Yes,Yes,4
1328,258,Be Campaign,Coupon,2025-07-14,Open,No,3
1329,802,Ever Campaign,SMS,2025-11-13,No,Yes,2
1330,707,Idea Campaign,Push,2024-07-12,Clicked,No,6
1331,693,Religious Campaign,SMS,2025-01-26,Yes,Yes,2
1332,587,Center Campaign,Coupon,2024-08-27,Open,Yes,6
1333,204,Company Campaign,Email,2024-03-25,Yes,Yes,1
1334,608,Ahead Campaign,Coupon,2024-04-20,Yes,No,2
1335,75,Young Campaign,Email,2023-12-02,Clicked,Yes,10
1336,663,Bad Campaign,SMS,2024-11-30,Yes,No,4
1337,283,Every Campaign,Email,2024-03-12,No,Yes,9
1338,344,Recently Campaign,Email,2023-12-05,Open,No,4
1339,526,Nearly Campaign,Email,2024-01-18,Clicked,No,2
1340,120,Either Campaign,Coupon,2025-03-23,Clicked,No,6
1341,706,Decide Campaign,Push,2024-11-12,Clicked,No,6
1342,406,Eight Campaign,SMS,2025-09-16,Open,Yes,9
1343,454,Game Campaign,Coupon,2023-12-17,Yes,No,5
