transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount,payment_method,channel
2380,894,111,2024-02-24,3,376.13,1128.3899999999999,Bank Transfer,Store
2381,396,58,2024-03-03,1,141.66,141.66,PayPal,Store
2382,718,122,2024-08-28,3,60.38,181.14000000000001,PayPal,Online
2383,243,35,2025-10-05,5,410.64,2053.2,Bank Transfer,Store
2384,874,34,2025-08-06,5,452.11,2260.55,Cash,Online
2385,917,95,2025-04-25,1,151.77,151.77,PayPal,Store
2386,842,34,2024-04-03,5,65.92,329.6,PayPal,Online
2387,915,101,2024-03-17,3,186.3,558.9000000000001,Bank Transfer,Online
2388,732,33,2024-05-26,4,441.5,1766.0,Credit Card,Store
2389,113,91,2024-03-19,5,51.42,257.1,Credit Card,Online
2390,957,153,2025-01-31,1,395.79,395.79,Cash,Store
2391,49,117,2024-03-24,2,478.61,957.22,Cash,Online
2392,412,119,2024-04-18,2,245.26,490.52,PayPal,Online
2393,113,167,2024-04-13,4,495.1,1980.4,Credit Card,Online
2394,790,81,2025-02-03,4,316.22,1264.88,PayPal,Online
2395,343,104,2024-03-29,2,131.64,263.28,Cash,Online
2396,229,128,2024-07-07,5,353.02,1765.1,Cash,Store
2397,144,71,2023-12-10,5,76.65,383.25,Cash,Store
2398,935,134,2025-01-19,2,161.48,322.96,Credit Card,Online
2399,657,168,2024-07-02,2,80.3,160.6,PayPal,Store
2400,534,57,2024-11-29,2,152.42,304.84,Bank Transfer,Store
2401,710,96,2024-08-09,3,225.67,677.01,Credit Card,Store
2402,120,73,2025-10-02,2,440.81,881.62,Bank Transfer,Online
2403,383,21,2024-03-29,3,241.27,723.8100000000001,Credit Card,Store
2404,21,108,2025-01-11,2,337.71,675.42,PayPal,Store
2405,861,146,2024-04-27,3,123.36,370.08,Cash,Online
2406,789,42,2024-09-03,3,52.58,157.74,Bank Transfer,Online
2407,953,18,2025-03-14,1,428.82,428.82,PayPal,Store
2408,417,27,2025-03-03,3,191.76,575.28,Credit Card,Store
2409,835,89,2025-03-06,1,183.28,183.28,Bank Transfer,Online
2410,807,191,2024-07-17,5,396.34,1981.6999999999998,Bank Transfer,Store
2411,64,23,2023-12-24,5,434.51,2172.55,Bank Transfer,Store
2412,366,35,2023-12-01,5,385.83,1929.1499999999999,Cash,Online
2413,275,166,2024-06-28,4,196.86,787.44,Cash,Store
2414,695,114,2024-02-09,1,489.98,489.98,PayPal,Online
2415,988,197,2023-12-30,2,5.04,10.08,Credit Card,Online
2416,574,31,2025-06-16,4,403.03,1612.12,Cash,Store
2417,417,15,2025-07-05,1,364.34,364.34,Bank Transfer,Store
2418,93,99,2025-02-02,4,64.77,259.08,Credit Card,Online
2419,79,185,2024-06-25,5,64.75,323.75,Credit Card,Store
2420,755,136,2024-11-15,4,470.09,1880.36,Bank Transfer,Online
2421,931,130,2025-03-14,5,74.5,372.5,Cash,Online
2422,407,98,2025-08-14,1,32.73,32.73,Credit Card,Store
2423,919,119,2024-02-27,5,367.45,1837.25,Cash,Store
2424,586,199,2024-05-25,3,24.4,73.19999999999999,Bank Transfer,Online
2425,577,87,2024-09-14,4,490.48,1961.92,Cash,Store
2426,710,134,2025-10-21,1,296.72,296.72,Cash,Online
2427,239,45,2025-07-29,4,329.71,1318.84,Credit Card,Online
2428,318,139,2024-02-17,1,290.57,290.57,Cash,Store
2429,222,53,2025-05-30,4,168.05,672.2,PayPal,Store
2430,515,40,2024-02-27,1,203.14,203.14,PayPal,Store
2431,946,166,2025-11-26,4,151.25,605.0,Bank Transfer,Store
2432,411,121,2024-06-08,3,279.59,838.77,Credit Card,Online
2433,246,112,2024-08-25,4,265.73,1062.92,Bank Transfer,Online
2434,621,49,2025-05-01,3,62.84,188.52,Bank Transfer,Online
2435,7,101,2023-12-23,1,246.79,246.79,Bank Transfer,Store
2436,779,10,2025-09-01,4,249.68,998.72,Credit Card,Online
2437,12,64,2025-09-22,2,459.44,918.88,Credit Card,Online
2438,479,47,2025-07-23,3,490.3,1470.9,PayPal,Online
2439,893,197,2024-07-31,5,99.08,495.4,Bank Transfer,Online
2440,751,77,2024-04-28,3,174.22,522.66,PayPal,Online
2441,563,82,2024-08-03,5,430.86,2154.3,Credit Card,Store
2442,638,29,2025-07-27,3,460.55,1381.65,Credit Card,Store
2443,210,194,2024-11-08,3,199.29,597.87,Cash,Store
2444,334,61,2025-11-19,1,393.72,393.72,Cash,Online
2445,133,127,2024-03-22,1,247.12,247.12,PayPal,Store
2446,134,78,2024-04-05,5,380.11,1900.5500000000002,PayPal,Store
2447,198,92,2025-07-17,2,385.56,771.12,PayPal,Online
2448,895,34,2025-04-12,3,212.15,636.45,Bank Transfer,Store
2449,384,178,2025-01-15,5,336.6,1683.0,PayPal,Store
2450,925,93,2025-03-03,3,437.48,1312.44,Bank Transfer,Online
2451,679,57,2024-03-10,3,467.94,1403.82,Bank Transfer,Store
2452,812,8,2025-11-16,1,138.59,138.59,Credit Card,Store
2453,518,106,2025-09-01,1,472.54,472.54,Cash,Online
2454,318,155,2023-12-05,5,483.01,2415.05,Credit Card,Store
2455,894,179,2025-08-05,4,72.19,288.76,PayPal,Online
2456,208,132,2025-11-20,5,40.8,204.0,Bank Transfer,Store
2457,282,3,2024-11-03,1,57.17,57.17,PayPal,Online
2458,972,41,2024-07-11,5,76.17,380.85,PayPal,Store
2459,468,105,2024-02-29,4,287.62,1150.48,Cash,Online
2460,32,45,2025-04-09,4,486.55,1946.2,Credit Card,Store
2461,371,76,2025-05-26,5,283.57,1417.85,PayPal,Online
2462,515,191,2025-11-26,1,493.74,493.74,Bank Transfer,Online
2463,723,124,2025-04-29,4,42.58,170.32,Bank Transfer,Online
2464,77,42,2024-09-04,1,108.59,108.59,Credit Card,Store
2465,423,124,2024-12-14,3,60.18,180.54,Bank Transfer,Store
2466,857,180,2025-02-04,5,5.14,25.7,Bank Transfer,Store
2467,587,115,2023-12-31,5,301.99,1509.95,Cash,Store
2468,170,153,2025-03-09,5,81.38,406.9,PayPal,Online
2469,757,20,2025-07-11,4,359.0,1436.0,Credit Card,Store
2470,814,84,2024-11-24,1,317.58,317.58,Credit Card,Online
2471,255,14,2025-01-10,3,228.0,684.0,PayPal,Online
2472,805,33,2024-06-03,4,66.03,264.12,PayPal,Store
2473,109,151,2023-12-22,1,365.47,365.47,Cash,Store
2474,71,79,2024-03-08,4,423.6,1694.4,PayPal,Online
2475,457,176,2025-11-18,1,261.54,261.54,Credit Card,Online
2476,586,135,2025-01-22,3,290.93,872.79,Cash,Online
2477,873,88,2023-12-13,1,321.71,321.71,Cash,Store
2478,961,19,2025-09-21,5,203.8,1019.0,PayPal,Store
2479,175,55,2024-01-25,4,36.92,147.68,PayPal,Store
2480,73,194,2023-12-18,5,120.6,603.0,Cash,Online
2481,66,117,2025-10-25,1,383.24,383.24,PayPal,Online
2482,885,184,2024-07-20,2,189.17,378.34,Credit Card,Store
2483,282,182,2024-02-17,3,311.15,933.4499999999999,Cash,Store
2484,493,101,2025-03-27,4,359.16,1436.64,Cash,Online
2485,575,110,2024-07-10,2,137.49,274.98,PayPal,Online
2486,86,122,2025-11-05,4,101.49,405.96,Cash,Online
2487,641,56,2025-10-03,4,477.09,1908.36,PayPal,Online
2488,798,184,2025-06-05,4,388.61,1554.44,Bank Transfer,Online
2489,4,200,2024-08-11,1,461.8,461.8,PayPal,Store
2490,98,9,2024-06-05,4,381.9,1527.6,Credit Card,Online
2491,727,62,2024-07-21,1,296.65,296.65,Cash,Store
2492,35,198,2024-01-28,1,235.58,235.58,Credit Card,Store
2493,350,169,2025-03-20,2,127.67,255.34,Bank Transfer,Online
2494,274,41,2024-08-14,1,278.35,278.35,Credit Card,Store
2495,167,74,2025-10-06,3,494.11,1482.33,PayPal,Online
2496,791,101,2025-07-11,3,114.82,344.46,Bank Transfer,Store
2497,286,162,2024-03-07,5,489.15,2445.75,PayPal,Online
2498,358,139,2025-08-02,2,308.27,616.54,Cash,Online
2499,184,52,2025-07-13,2,295.55,591.1,Cash,Online
2500,289,189,2024-12-30,4,34.76,139.04,Bank Transfer,Store
2501,168,158,2025-07-13,1,109.28,109.28,PayPal,Store
2502,968,59,2025-11-03,1,216.47,216.47,Bank Transfer,Store
2503,653,192,2024-02-12,2,329.88,659.76,Bank Transfer,Online
2504,769,27,2025-11-21,5,442.37,2211.85,PayPal,Store
2505,780,111,2025-04-22,4,19.79,79.16,Bank Transfer,Online
2506,712,164,2024-06-20,5,448.24,2241.2,Cash,Online
2507,830,142,2024-07-10,5,53.56,267.8,Bank Transfer,Store
2508,466,163,2024-11-28,3,293.33,879.99,Cash,Online
2509,269,199,2025-02-03,2,97.93,195.86,Cash,Store
2510,889,176,2024-10-13,1,483.1,483.1,Credit Card,Online
2511,81,78,2025-08-12,5,48.71,243.55,Credit Card,Store
2512,973,29,2024-11-16,3,272.33,816.99,Credit Card,Online
2513,192,185,2024-07-10,1,227.99,227.99,PayPal,Store
2514,434,133,2025-06-21,2,231.73,463.46,Credit Card,Online
2515,928,49,2025-10-16,3,201.2,603.5999999999999,Credit Card,Store
2516,960,155,2025-04-01,2,388.41,776.82,PayPal,Online
2517,232,61,2024-03-09,1,448.6,448.6,Cash,Online
2518,918,139,2025-01-30,5,483.33,2416.65,Cash,Online
2519,411,38,2023-12-28,1,106.81,106.81,PayPal,Store
2520,577,19,2024-04-14,2,67.74,135.48,Credit Card,Store
2521,65,157,2024-02-04,4,341.97,1367.88,PayPal,Online
2522,803,44,2025-04-11,3,239.89,719.67,Bank Transfer,Store
2523,953,136,2024-12-30,4,456.28,1825.12,Credit Card,Store
2524,182,180,2025-05-06,4,148.49,593.96,Cash,Online
2525,298,177,2025-02-03,5,86.64,433.2,Credit Card,Store
2526,546,178,2025-11-18,3,220.65,661.95,Cash,Online
2527,336,4,2025-03-17,5,413.7,2068.5,Cash,Store
2528,249,139,2024-05-21,1,242.52,242.52,Bank Transfer,Store
2529,535,145,2023-12-17,2,452.28,904.56,PayPal,Store
2530,412,128,2024-09-24,2,241.25,482.5,Credit Card,Online
2531,373,119,2024-05-20,4,115.21,460.84,Credit Card,Store
2532,790,5,2025-07-09,1,9.87,9.87,Cash,Store
2533,910,27,2024-08-23,4,33.74,134.96,Bank Transfer,Online
2534,164,135,2024-12-20,3,403.32,1209.96,Cash,Store
2535,393,150,2025-11-07,4,280.26,1121.04,Credit Card,Online
2536,818,37,2025-02-06,4,393.25,1573.0,PayPal,Online
2537,152,36,2025-04-12,2,438.09,876.18,Bank Transfer,Store
2538,17,119,2025-06-03,2,80.52,161.04,PayPal,Store
2539,367,21,2023-12-19,5,442.28,2211.3999999999996,Credit Card,Online
2540,705,137,2025-05-06,1,97.22,97.22,Credit Card,Online
2541,236,80,2024-05-24,3,120.83,362.49,Credit Card,Online
2542,822,16,2024-11-24,4,442.81,1771.24,Credit Card,Online
2543,245,186,2025-02-05,4,410.26,1641.04,Credit Card,Online
2544,930,88,2025-02-26,2,51.54,103.08,Cash,Online
2545,82,167,2025-07-22,5,62.33,311.65,Credit Card,Online
2546,361,53,2024-02-27,5,428.82,2144.1,PayPal,Online
2547,106,37,2025-05-01,1,75.48,75.48,Cash,Online
2548,361,5,2024-03-22,4,198.17,792.68,Cash,Store
2549,348,57,2024-02-13,1,34.26,34.26,Cash,Online
2550,870,95,2024-05-20,4,428.41,1713.64,Credit Card,Online
2551,77,10,2025-08-30,2,366.55,733.1,PayPal,Online
2552,912,102,2025-04-26,2,436.29,872.58,Credit Card,Online
2553,335,126,2025-03-26,5,410.61,2053.05,Credit Card,Online
2554,836,44,2025-06-15,1,238.59,238.59,PayPal,Store
2555,296,171,2025-11-01,3,148.8,446.40000000000003,Cash,Online
2556,107,160,2025-06-10,4,203.01,812.04,Credit Card,Store
2557,887,89,2024-11-09,3,163.54,490.62,Credit Card,Online
2558,348,47,2024-06-11,1,288.2,288.2,Credit Card,Online
2559,817,49,2025-11-22,4,433.67,1734.68,Cash,Online
2560,186,22,2025-11-11,2,379.2,758.4,PayPal,Online
2561,548,49,2025-11-01,1,184.39,184.39,PayPal,Store
2562,165,101,2024-06-03,4,495.03,1980.12,Bank Transfer,Online
2563,474,142,2025-08-29,5,21.65,108.25,Cash,Store
2564,502,196,2025-06-11,3,283.17,849.51,Bank Transfer,Store
2565,821,35,2024-10-07,1,187.1,187.1,Bank Transfer,Online
2566,800,132,2025-03-07,4,349.56,1398.24,PayPal,Store
2567,950,56,2025-02-19,3,260.67,782.01,Bank Transfer,Store
2568,909,179,2023-12-10,2,392.4,784.8,Bank Transfer,Store
2569,992,167,2024-08-03,1,488.37,488.37,Bank Transfer,Store
2570,817,104,2025-08-23,3,344.54,1033.6200000000001,Cash,Store
2571,208,189,2024-08-13,5,370.55,1852.75,Bank Transfer,Online
2572,340,127,2025-02-01,3,116.31,348.93,Bank Transfer,Online
2573,547,173,2024-08-07,3,126.33,378.99,Cash,Store
2574,725,106,2024-08-23,5,389.1,1945.5,PayPal,Store
2575,665,186,2025-11-09,2,16.89,33.78,Bank Transfer,Store
2576,310,97,2024-12-16,1,88.28,88.28,PayPal,Online
2577,266,48,2025-07-31,5,68.57,342.84999999999997,Cash,Store
2578,689,84,2024-09-14,1,401.82,401.82,PayPal,Store
2579,15,66,2025-03-04,5,371.93,1859.65,PayPal,Online
2580,240,27,2025-02-16,2,125.99,251.98,PayPal,Store
2581,928,157,2024-07-24,4,425.45,1701.8,Bank Transfer,Online
2582,40,43,2025-05-25,5,15.65,78.25,PayPal,Store
2583,893,189,2025-07-18,4,66.89,267.56,Bank Transfer,Store
2584,425,131,2023-12-16,4,155.23,620.92,PayPal,Online
2585,437,168,2025-01-26,3,92.27,276.81,PayPal,Online
2586,718,67,2025-07-11,4,227.31,909.24,Cash,Online
2587,219,110,2024-07-03,5,376.94,1884.7,PayPal,Store
2588,459,139,2024-04-22,3,12.8,38.400000000000006,Cash,Store
2589,718,88,2025-02-19,3,387.22,1161.66,Bank Transfer,Store
2590,909,16,2025-10-25,4,455.67,1822.68,Cash,Store
2591,5,177,2025-06-24,4,264.97,1059.88,Credit Card,Store
2592,473,59,2023-11-30,2,270.99,541.98,Cash,Store
2593,215,37,2025-09-07,4,61.83,247.32,Bank Transfer,Online
2594,574,188,2024-10-20,5,7.01,35.05,Bank Transfer,Store
2595,467,28,2025-03-12,1,112.12,112.12,PayPal,Store
2596,310,142,2024-10-28,5,216.37,1081.85,Credit Card,Store
2597,362,58,2025-02-11,4,170.72,682.88,Credit Card,Online
2598,397,194,2025-04-08,2,169.44,338.88,Credit Card,Store
2599,403,63,2024-01-06,1,174.27,174.27,PayPal,Store
2600,209,164,2025-05-18,1,151.58,151.58,Credit Card,Online
2601,36,174,2024-07-18,2,59.38,118.76,PayPal,Online
2602,41,127,2024-09-04,5,54.16,270.79999999999995,Bank Transfer,Store
2603,657,87,2025-10-24,2,77.83,155.66,Bank Transfer,Store
2604,326,79,2024-03-28,3,163.65,490.95000000000005,Credit Card,Online
2605,817,57,2025-01-06,1,58.28,58.28,Credit Card,Online
2606,942,25,2025-03-16,3,69.78,209.34,Credit Card,Store
2607,5,56,2025-08-13,5,381.39,1906.9499999999998,Bank Transfer,Store
2608,111,143,2025-01-24,1,268.31,268.31,Cash,Store
2609,431,52,2024-10-28,2,191.11,382.22,Cash,Online
2610,429,26,2023-12-11,4,175.99,703.96,Bank Transfer,Store
2611,175,74,2024-09-18,2,364.9,729.8,Credit Card,Store
2612,215,196,2024-01-20,1,264.92,264.92,Credit Card,Online
2613,129,135,2025-06-17,1,386.53,386.53,Bank Transfer,Store
2614,982,29,2024-01-06,3,376.72,1130.16,Cash,Online
2615,27,58,2024-09-26,4,487.8,1951.2,Credit Card,Store
2616,770,91,2024-08-13,3,80.1,240.29999999999998,PayPal,Store
2617,182,50,2024-10-21,2,479.84,959.68,Cash,Store
2618,326,174,2024-11-21,4,483.46,1933.84,PayPal,Online
2619,851,110,2024-06-03,4,382.41,1529.64,Credit Card,Store
2620,305,76,2024-05-29,3,164.68,494.04,PayPal,Store
2621,33,144,2024-11-15,2,89.01,178.02,Cash,Store
2622,986,101,2025-07-09,4,349.34,1397.36,PayPal,Store
2623,719,55,2024-06-29,2,361.86,723.72,Cash,Online
2624,872,93,2024-09-13,4,285.56,1142.24,PayPal,Online
2625,451,101,2024-11-08,2,10.91,21.82,Cash,Store
2626,440,120,2025-10-24,5,434.87,2174.35,Bank Transfer,Store
2627,753,86,2024-01-02,5,81.15,405.75,PayPal,Store
2628,234,190,2024-02-02,4,296.92,1187.68,Credit Card,Online
2629,438,1,2024-10-04,3,31.16,93.48,Credit Card,Online
2630,501,178,2024-08-03,4,237.97,951.88,Credit Card,Store
2631,253,165,2024-03-20,4,336.32,1345.28,Cash,Store
2632,390,167,2024-11-08,2,213.6,427.2,Credit Card,Online
2633,239,32,2024-10-16,5,419.85,2099.25,Credit Card,Online
2634,792,149,2024-02-10,2,312.92,625.84,Cash,Online
2635,3,182,2025-11-18,2,323.85,647.7,PayPal,Online
2636,329,194,2024-05-20,4,79.22,316.88,Cash,Online
2637,945,59,2024-10-19,2,263.58,527.16,Bank Transfer,Store
2638,928,113,2025-04-28,3,423.34,1270.02,Bank Transfer,Online
2639,441,175,2025-02-07,4,150.06,600.24,Bank Transfer,Store
2640,439,71,2024-01-22,4,315.06,1260.24,Cash,Online
2641,411,155,2024-07-19,1,236.4,236.4,Bank Transfer,Store
2642,362,39,2025-02-28,2,153.14,306.28,Bank Transfer,Store
2643,207,103,2025-10-28,5,17.48,87.4,PayPal,Store
2644,746,23,2025-01-31,1,355.63,355.63,PayPal,Store
2645,586,31,2024-01-14,5,463.07,2315.35,Credit Card,Store
2646,634,62,2024-03-17,4,101.94,407.76,Credit Card,Online
2647,141,164,2024-09-02,5,104.32,521.5999999999999,Cash,Store
2648,984,130,2024-05-18,4,371.97,1487.88,Bank Transfer,Online
2649,988,40,2025-04-06,4,337.34,1349.36,Cash,Store
2650,524,124,2023-12-15,2,16.72,33.44,Cash,Store
2651,447,41,2024-12-31,2,499.79,999.58,Credit Card,Online
2652,838,139,2024-07-04,4,365.24,1460.96,Bank Transfer,Online
2653,261,42,2024-04-29,4,31.31,125.24,Bank Transfer,Store
2654,684,33,2024-12-05,2,359.62,719.24,Cash,Store
2655,775,192,2025-06-13,3,307.7,923.0999999999999,Credit Card,Online
2656,207,188,2024-10-04,4,337.8,1351.2,Credit Card,Store
2657,155,137,2025-03-22,4,395.01,1580.04,Bank Transfer,Online
2658,586,49,2025-03-20,3,221.0,663.0,Bank Transfer,Online
2659,563,62,2024-04-02,5,107.76,538.8000000000001,PayPal,Online
2660,64,4,2025-04-10,5,470.69,2353.45,Bank Transfer,Store
2661,861,123,2025-03-20,1,381.64,381.64,Credit Card,Store
2662,5,3,2025-09-19,3,323.79,971.3700000000001,Credit Card,Store
2663,808,175,2024-10-03,4,377.91,1511.64,Credit Card,Online
2664,795,193,2024-07-16,2,410.32,820.64,Credit Card,Online
2665,473,73,2024-06-26,3,329.95,989.8499999999999,Cash,Store
2666,150,23,2024-07-21,1,320.4,320.4,Bank Transfer,Store
2667,352,131,2024-11-21,1,349.51,349.51,Cash,Online
2668,822,168,2025-07-23,3,298.11,894.33,PayPal,Store
2669,177,80,2025-09-10,4,213.12,852.48,Credit Card,Store
2670,224,145,2024-12-21,1,211.91,211.91,PayPal,Online
2671,676,142,2025-09-27,1,187.64,187.64,Cash,Online
2672,118,16,2025-11-05,1,169.73,169.73,Cash,Store
2673,317,106,2024-04-18,3,440.53,1321.59,PayPal,Store
2674,708,70,2024-08-06,5,365.37,1826.85,Credit Card,Store
2675,302,173,2025-08-14,3,116.16,348.48,Cash,Store
2676,82,177,2025-10-10,2,56.4,112.8,PayPal,Store
2677,248,4,2025-08-21,2,404.41,808.82,Credit Card,Store
2678,45,126,2023-12-07,4,12.74,50.96,Credit Card,Store
2679,742,112,2025-01-15,4,376.18,1504.72,PayPal,Store
2680,124,48,2024-07-06,4,445.97,1783.88,Cash,Store
2681,137,137,2025-05-07,4,268.34,1073.36,Cash,Online
2682,452,69,2024-04-21,5,303.2,1516.0,PayPal,Store
2683,579,139,2024-06-03,2,431.0,862.0,PayPal,Online
2684,150,8,2025-06-29,1,475.49,475.49,Bank Transfer,Online
2685,180,129,2024-03-18,5,251.06,1255.3,PayPal,Store
2686,978,59,2025-10-29,4,473.38,1893.52,PayPal,Online
2687,92,101,2024-06-11,5,336.6,1683.0,Bank Transfer,Online
2688,686,113,2024-04-13,5,82.82,414.09999999999997,Cash,Store
2689,57,37,2024-05-13,5,365.25,1826.25,Credit Card,Store
2690,180,101,2024-07-21,3,395.8,1187.4,Credit Card,Store
2691,135,163,2024-12-31,4,401.83,1607.32,Cash,Online
2692,887,3,2023-12-03,3,290.21,870.6299999999999,Credit Card,Online
2693,636,195,2025-07-17,3,466.84,1400.52,Credit Card,Online
2694,113,14,2023-12-24,3,219.92,659.76,Bank Transfer,Store
2695,426,5,2024-06-29,5,266.95,1334.75,Cash,Store
2696,319,121,2024-01-31,3,392.41,1177.23,PayPal,Store
2697,89,199,2024-11-16,5,498.93,2494.65,Bank Transfer,Store
2698,307,121,2025-06-03,5,52.2,261.0,Cash,Store
2699,573,21,2024-03-06,3,477.32,1431.96,Credit Card,Store
2700,461,150,2024-07-26,2,43.15,86.3,Bank Transfer,Store
2701,729,170,2024-02-23,3,223.02,669.0600000000001,Credit Card,Online
2702,70,177,2025-06-11,4,305.62,1222.48,Cash,Store
2703,515,167,2024-08-13,2,90.31,180.62,Bank Transfer,Store
2704,570,106,2024-08-21,5,439.98,2199.9,Cash,Store
2705,244,51,2024-06-08,1,353.55,353.55,Bank Transfer,Store
2706,516,32,2025-10-08,5,61.17,305.85,Cash,Online
2707,311,106,2024-10-04,1,118.81,118.81,Cash,Store
2708,598,145,2025-03-10,1,353.9,353.9,Cash,Online
2709,470,18,2024-02-21,4,292.93,1171.72,Cash,Store
2710,55,134,2024-08-10,5,32.01,160.04999999999998,Bank Transfer,Online
2711,918,22,2025-01-18,5,499.04,2495.2000000000003,Bank Transfer,Online
2712,324,97,2024-08-18,5,207.18,1035.9,Cash,Store
2713,399,159,2024-07-31,4,388.36,1553.44,PayPal,Online
2714,910,119,2024-11-20,5,223.95,1119.75,Bank Transfer,Store
2715,514,57,2024-07-05,5,463.29,2316.4500000000003,Bank Transfer,Online
2716,159,88,2025-09-16,2,336.7,673.4,Credit Card,Store
2717,14,193,2025-02-26,5,53.11,265.55,Cash,Online
2718,296,160,2025-11-19,3,8.39,25.17,PayPal,Store
2719,717,22,2023-12-22,4,426.09,1704.36,Bank Transfer,Store
2720,853,56,2024-09-23,1,224.97,224.97,Credit Card,Online
2721,399,53,2024-04-13,5,213.57,1067.85,PayPal,Online
2722,508,19,2025-09-07,1,276.9,276.9,Bank Transfer,Store
2723,779,144,2024-12-21,3,136.24,408.72,Bank Transfer,Store
2724,48,171,2025-02-09,1,412.51,412.51,Credit Card,Store
2725,684,173,2025-08-19,2,374.77,749.54,Credit Card,Online
2726,522,114,2024-09-19,5,260.81,1304.05,Cash,Online
2727,579,1,2023-12-11,3,187.4,562.2,PayPal,Store
2728,917,130,2024-04-03,3,351.17,1053.51,Credit Card,Online
2729,81,143,2024-07-02,5,308.29,1541.45,Bank Transfer,Store
2730,117,147,2024-04-05,4,374.66,1498.64,Bank Transfer,Store
2731,790,116,2024-09-11,5,170.56,852.8,PayPal,Online
2732,171,29,2024-11-15,4,31.48,125.92,Cash,Store
2733,839,175,2024-01-16,4,483.03,1932.12,Bank Transfer,Store
2734,503,154,2024-06-02,3,96.37,289.11,PayPal,Online
2735,532,103,2025-07-14,5,285.27,1426.35,Credit Card,Store
2736,419,32,2024-05-13,3,370.74,1112.22,Bank Transfer,Store
2737,850,138,2024-05-20,5,164.42,822.0999999999999,Cash,Store
2738,929,43,2025-04-23,4,313.47,1253.88,PayPal,Store
2739,481,79,2024-03-21,4,249.22,996.88,Cash,Store
2740,543,12,2025-03-26,3,288.96,866.8799999999999,PayPal,Store
2741,37,57,2025-08-08,1,299.92,299.92,PayPal,Store
2742,545,188,2024-08-18,2,133.25,266.5,Credit Card,Store
2743,165,87,2025-05-07,2,245.74,491.48,Credit Card,Store
2744,846,117,2025-03-09,3,169.07,507.21,Bank Transfer,Store
2745,457,181,2024-07-13,3,436.28,1308.84,Bank Transfer,Store
2746,333,51,2024-09-03,1,276.71,276.71,Cash,Online
2747,907,88,2024-04-18,5,42.48,212.39999999999998,Credit Card,Online
2748,534,186,2025-11-22,4,90.47,361.88,Cash,Store
2749,877,38,2024-05-20,5,352.82,1764.1,Credit Card,Store
2750,57,45,2025-09-18,1,347.33,347.33,Bank Transfer,Online
2751,778,187,2024-02-02,3,273.6,820.8000000000001,Credit Card,Store
2752,169,51,2024-08-06,2,46.77,93.54,PayPal,Online
2753,206,142,2025-04-10,2,436.53,873.06,Credit Card,Store
2754,45,105,2025-01-20,1,70.96,70.96,Cash,Store
2755,940,164,2025-11-14,3,436.25,1308.75,Cash,Store
2756,460,61,2025-08-20,2,136.26,272.52,PayPal,Store
2757,542,91,2024-03-17,1,302.66,302.66,Bank Transfer,Online
2758,564,167,2025-01-11,4,210.98,843.92,PayPal,Store
2759,347,19,2024-09-25,5,128.93,644.6500000000001,PayPal,Store
2760,20,188,2024-05-23,2,198.87,397.74,Bank Transfer,Store
2761,840,142,2024-01-04,4,470.28,1881.12,Credit Card,Online
2762,822,3,2024-07-04,4,165.27,661.08,Bank Transfer,Online
2763,886,42,2023-12-15,4,430.54,1722.16,Credit Card,Store
2764,821,183,2025-11-07,3,226.86,680.58,Bank Transfer,Store
2765,216,43,2025-09-03,4,93.25,373.0,Credit Card,Store
2766,495,51,2024-03-17,2,72.18,144.36,PayPal,Online
2767,787,78,2025-03-13,3,422.08,1266.24,Credit Card,Online
2768,55,127,2024-11-01,5,326.68,1633.4,PayPal,Store
2769,913,28,2024-09-29,5,418.35,2091.75,Credit Card,Store
2770,876,101,2024-04-20,5,157.32,786.5999999999999,Bank Transfer,Online
2771,185,112,2025-11-01,2,437.34,874.68,Bank Transfer,Online
2772,254,141,2025-10-14,3,497.47,1492.41,Cash,Online
2773,220,130,2025-05-19,2,308.43,616.86,Cash,Store
2774,82,53,2025-03-23,2,196.81,393.62,Credit Card,Store
2775,847,53,2025-03-10,4,428.78,1715.12,Credit Card,Store
2776,109,81,2024-02-08,4,163.84,655.36,Cash,Online
2777,431,177,2024-11-07,2,354.42,708.84,PayPal,Online
2778,403,100,2024-03-31,3,282.76,848.28,Bank Transfer,Online
2779,66,112,2024-02-15,4,495.86,1983.44,Cash,Store
2780,63,140,2024-12-11,2,465.13,930.26,Cash,Online
2781,817,159,2024-07-16,5,250.39,1251.9499999999998,Bank Transfer,Online
2782,706,67,2024-03-30,5,192.73,963.65,Cash,Store
2783,771,190,2025-03-10,3,109.15,327.45000000000005,Bank Transfer,Online
2784,762,133,2024-03-16,5,328.85,1644.25,Cash,Store
2785,65,158,2025-09-04,3,72.13,216.39,Cash,Online
2786,978,186,2024-03-10,4,233.03,932.12,Bank Transfer,Store
2787,258,86,2023-12-20,4,427.56,1710.24,PayPal,Store
2788,130,87,2024-07-21,4,208.82,835.28,Cash,Store
2789,180,120,2024-02-05,5,362.68,1813.4,Cash,Store
2790,105,100,2024-10-11,3,167.03,501.09000000000003,Credit Card,Store
2791,563,140,2024-11-24,4,337.74,1350.96,Credit Card,Store
2792,369,82,2025-01-23,5,340.77,1703.85,Credit Card,Online
2793,46,152,2025-11-19,2,48.87,97.74,Bank Transfer,Online
2794,653,162,2025-07-19,1,76.24,76.24,Cash,Online
2795,220,48,2024-04-15,5,173.98,869.9,Cash,Online
2796,387,115,2025-11-02,2,75.66,151.32,PayPal,Store
